iter	RMSE
210	0.09060658978
211	0.09045224268
212	0.0903024061
213	0.09014804518
214	0.09007766104
215	0.09004466998
216	0.08993544968
217	0.08978848392
218	0.08968230439
219	0.08947962492
220	0.0893484785
221	0.0891843688
222	0.08912113538
223	0.08900918192
224	0.08892863016
225	0.08880548043
226	0.08868824529
227	0.08850459935
228	0.08826566491
229	0.08812127411
230	0.08797686996
231	0.08784710864
232	0.08769420131
233	0.08757761471
234	0.08746684523
235	0.08732539059
236	0.08722548954
237	0.08707708534
238	0.08703129883
239	0.08688730041
240	0.08675554947
241	0.08665370449
242	0.08655560801
243	0.08642134256
244	0.08634716021
245	0.08632057152
246	0.0862035161
247	0.08608507118
248	0.08599370658
249	0.08591142487
250	0.08581065526
251	0.08568081888
252	0.08558031001
253	0.08556090062
254	0.08552254612
255	0.08541156166
256	0.08524514144
257	0.08520860931
258	0.08507046017
259	0.08495886564
260	0.08481066232
261	0.08468571849
262	0.08456571366
263	0.08440084651
264	0.08436680927
265	0.08426166517
266	0.08418758153
267	0.08407271746
268	0.08395477193
269	0.08391999034
270	0.0838214301
271	0.08370156375
272	0.08361223176
273	0.0834997769
274	0.08338305574
275	0.08331611117
276	0.08320751493
277	0.08310648362
278	0.08297933117
279	0.08296153718
280	0.08285842119
281	0.0827435073
282	0.08263970921
283	0.08253705213
284	0.0824412667
285	0.08242017728
286	0.08237551016
287	0.08231627101
288	0.08229609817
289	0.08217623185
290	0.08206048117
291	0.08187132469
292	0.08180569422
293	0.08168562031
294	0.0816156994
295	0.08151282339
296	0.08142772184
297	0.08140902723
298	0.08133968523
299	0.08132359532
300	0.08123085485
301	0.0811383232
302	0.0811026732
303	0.08096083456
304	0.08077829012
305	0.08067215052
306	0.08047027527
307	0.08034175058
308	0.08024408687
309	0.08016354867
310	0.08002720402
311	0.07997378329
312	0.079899918
313	0.07980349497
314	0.07978690682
315	0.07972354117
316	0.07963484032
317	0.07958367976
318	0.07946319621
319	0.07942872251
320	0.07936302982
321	0.07934407115
322	0.0792601474
323	0.07915072418
324	0.07905659917
325	0.07896653084
326	0.07884239828
327	0.0787324163
328	0.07862345956
329	0.07855510395
330	0.07850444377
331	0.07844261636
332	0.07841699545
333	0.07839503071
334	0.07832005913
335	0.07821085084
336	0.07812468188
337	0.07806291313
338	0.07798646461
339	0.07792882085
340	0.07785770486
341	0.07783410705
342	0.07772869243
343	0.07770566982
344	0.07760688909
345	0.07758452617
346	0.07753657112
347	0.07737091612
348	0.07729486465
349	0.07719315389
350	0.077111559
351	0.07701880128
352	0.07694127599
353	0.07683112743
354	0.07681623682
355	0.07673713616
356	0.07665677394
357	0.07657232532
358	0.07649544711
359	0.0764777119
360	0.07642990316
361	0.07632018555
362	0.07621965594
363	0.07614091266
364	0.07612103674
365	0.07604883299
366	0.07602997476
367	0.0760174101
368	0.07594902076
369	0.07592979813
370	0.07585178751
371	0.07576406843
372	0.07567001014
373	0.07557993175
374	0.07556793001
375	0.0755463026
376	0.07547900326
377	0.07544723889
378	0.07532256397
379	0.07527754801
380	0.07523414388
381	0.07515179549
382	0.07505838747
383	0.07499135836
384	0.0749476067
385	0.07484153553
386	0.07478234508
387	0.07469859506
388	0.07463699758
389	0.07454294664
390	0.07439784446
391	0.07435031733
392	0.07428558406
393	0.07420061605
394	0.07411751412
395	0.07403207693
396	0.07401440316
397	0.0739168984
398	0.07380947802
399	0.07377511804
400	0.07362662422
401	0.07353472006
402	0.07346990506
403	0.07342856775
404	0.0732900021
405	0.07323082326
406	0.07321401227
407	0.07318956093
408	0.07317327097
409	0.07307080448
410	0.07295837958
411	0.07288396349
412	0.07287094429
413	0.07281610756
414	0.07268831549
415	0.072677599
416	0.07261172401
417	0.07254183555
418	0.07249804629
419	0.07245727673
420	0.07238798081
421	0.07236975886
422	0.07233083221
423	0.07227031309
424	0.07222670971
425	0.07211646264
426	0.07201651859
427	0.07191118786
428	0.07185443041
429	0.0717683047
430	0.07169814999
431	0.07158097613
432	0.07148802563
433	0.0714473729
434	0.07135810648
435	0.07125133269
436	0.0711473865
437	0.07113433453
438	0.07109507029
439	0.07104353671
440	0.07092379856
441	0.07079582363
442	0.07069889458
443	0.07068688274
444	0.07059475429
445	0.07053081335
446	0.07040440572
447	0.07030636292
448	0.07018038685
449	0.07016522518
450	0.07005137718
451	0.07001870666
452	0.06999622097
453	0.06994099075
454	0.06987595459
455	0.06980419714
456	0.06974173447
457	0.06962005073
458	0.06954474418
459	0.06949544304
460	0.06942309821
461	0.06938536419
462	0.06932715034
463	0.06923151053
464	0.06917939519
465	0.06916561936
466	0.06912942849
467	0.06904052363
468	0.06903100238
469	0.06896354514
470	0.06888273254
471	0.06884888736
472	0.06883963404
473	0.068798961
474	0.06875136939
475	0.06868180527
476	0.06867284452
477	0.06861138092
478	0.06850074672
479	0.06843139627
480	0.06835609098
481	0.0683456596
482	0.06826927163
483	0.06821698354
484	0.0680936326
485	0.06801971072
486	0.06796130822
487	0.06794696548
488	0.06784905115
489	0.06784084223
490	0.0677115995
491	0.0676249027
492	0.06750751024
493	0.06749922423
494	0.06748982126
495	0.06746054599
496	0.06734953708
497	0.06723829481
498	0.06715750962
499	0.06703182915
500	0.06700632378
501	0.06693208422
502	0.06691086727
503	0.06684241218
504	0.0668050146
505	0.06676415909
506	0.06672706399
507	0.06671917433
508	0.06663233933
509	0.06653973119
510	0.06642387942
511	0.06641014055
512	0.06640040278
513	0.06638044205
514	0.06629390671
515	0.06624650556
516	0.0661730149
517	0.06609139261
518	0.06604473296
519	0.06596009347
520	0.06595249401
521	0.06589169006
522	0.06581966984
523	0.0657714113
524	0.06569540275
525	0.06560358527
526	0.06555774019
527	0.06550515575
528	0.06541029527
529	0.06534436803
530	0.06533521327
531	0.0652526506
532	0.06521297158
533	0.06512101589
534	0.06507273402
535	0.06497477194
536	0.06491198101
537	0.06482708107
538	0.06474576657
539	0.06464816372
540	0.06460308654
541	0.06453049187
542	0.06446546956
543	0.06441358918
544	0.0644032837
545	0.06433184965
546	0.06432333417
547	0.0642296953
548	0.06420318821
549	0.06412814632
550	0.06409063963
551	0.06399719652
552	0.06392749991
553	0.06389146231
554	0.06385202732
555	0.06378268279
556	0.06369102529
557	0.06362322801
558	0.06354429229
559	0.06346619833
560	0.063404911
561	0.06339811073
562	0.06334061558
563	0.06331246531
564	0.0632429874
565	0.06321792989
566	0.06321138462
567	0.06314694912
568	0.0631338022
569	0.06307747537
570	0.06300134958
571	0.06297417499
572	0.06292916013
573	0.06289546158
574	0.06282813646
575	0.06277464238
576	0.06273272548
577	0.06263177281
578	0.06256056536
579	0.0624834181
580	0.06247713352
581	0.06246993807
582	0.06242884261
583	0.06236337956
584	0.06231829857
585	0.06223812767
586	0.06223218617
587	0.06218745875
588	0.06213028169
589	0.06209077135
590	0.06205745654
591	0.06200614783
592	0.06197940132
593	0.06197355915
594	0.0619100444
595	0.06183047569
596	0.0617786891
597	0.06177241226
598	0.0617011263
599	0.0616305827
600	0.06158007392
601	0.06155243544
602	0.06150309838
603	0.06143379373
604	0.06136153383
605	0.06127712706
606	0.06127124669
607	0.06122770745
608	0.06116678305
609	0.06108313541
610	0.06107428016
611	0.06103480369
612	0.06097833003
613	0.06092067334
614	0.06086656649
615	0.06083170463
616	0.06080883655
617	0.06073629159
618	0.06065251846
619	0.06060328918
620	0.060597623
621	0.06053242154
622	0.06045778611
623	0.06042050602
624	0.0603623231
625	0.06029267374
626	0.06025372278
627	0.0601760571
628	0.06012322862
629	0.06001023844
630	0.05996132174
631	0.05990616004
632	0.059849598
633	0.05975815857
634	0.05968969613
635	0.0596435182
636	0.05959137763
637	0.05958584392
638	0.05953719594
639	0.05948949396
640	0.05942982777
641	0.05937951219
642	0.05931477357
643	0.05928699565
644	0.05921070124
645	0.05913557208
646	0.05905300766
647	0.05900318052
648	0.05890147384
649	0.05885877906
650	0.05885312889
651	0.0588473999
652	0.05874302892
653	0.05873768408
654	0.05866648447
655	0.0586154489
656	0.0585200955
657	0.05849667034
658	0.05843806082
659	0.0584027913
660	0.05835367475
661	0.05828183693
662	0.05826001428
663	0.05818171152
664	0.05811498782
665	0.05807696768
666	0.05801551475
667	0.05797695768
668	0.05792510815
669	0.05785409868
670	0.05784895998
671	0.05779518811
672	0.05773686415
673	0.05770795575
674	0.05767938056
675	0.05764067749
676	0.05756885447
677	0.05752893436
678	0.05747722038
679	0.05741249741
680	0.05733970059
681	0.05727428654
682	0.05717463077
683	0.05711344769
684	0.05707903723
685	0.05702069035
686	0.05698873279
687	0.05691934083
688	0.05691111281
689	0.05686849242
690	0.05682130291
691	0.05678362166
692	0.05671634455
693	0.05667372731
694	0.05661711762
695	0.05656001457
696	0.05651071771
697	0.05648583895
698	0.05645035696
699	0.05642644731
700	0.05641684388
701	0.05637355848
702	0.05632457727
703	0.0562905207
704	0.05620823893
705	0.05616330496
706	0.05613903814
707	0.05609513822
708	0.05601163948
709	0.05596983527
710	0.05593151586
711	0.05592439898
712	0.0558846111
713	0.05587747665
714	0.05587286779
715	0.05584013922
716	0.05580116265
717	0.05572398141
718	0.05567803392
719	0.05563239427
720	0.05562789492
721	0.05560047729
722	0.05559526817
723	0.05555372366
724	0.05549255114
725	0.05540259179
726	0.05535508311
727	0.05529391054
728	0.05521698694
729	0.0551917326
730	0.05516198309
731	0.05512525616
732	0.05508300726
733	0.05505640278
734	0.05504876112
735	0.0550421155
736	0.05503426241
737	0.05503108582
738	0.05501026898
739	0.05499871669
740	0.05492352748
741	0.05491898481
742	0.05488777745
743	0.05480036591
744	0.05477699629
745	0.0546928844
746	0.05465632412
747	0.05459326229
748	0.054554595
749	0.05455094219
750	0.05449346645
751	0.0544382673
752	0.05437416557
753	0.05436882368
754	0.05431045227
755	0.05425198948
756	0.05421862358
757	0.05415283595
758	0.05411676655
759	0.05411262498
760	0.05408376636
761	0.05405607963
762	0.05400235084
763	0.0539686332
764	0.05392676933
765	0.05384419113
766	0.05378650366
767	0.05376449635
768	0.05374531544
769	0.05367908044
770	0.05363703983
771	0.05360512038
772	0.05357561013
773	0.05350556428
774	0.053446407
775	0.05337110673
776	0.05332722235
777	0.05329454401
778	0.05323293386
779	0.05319284661
780	0.05315896226
781	0.05313320076
782	0.05308514124
783	0.05305571853
784	0.0530194039
785	0.0529885267
786	0.0529169994
787	0.05287973862
788	0.05286515595
789	0.05276985872
790	0.05270972661
791	0.05268388451
792	0.05265126483
793	0.0526186217
794	0.05255735502
795	0.05250777697
796	0.05247351555
797	0.05243460287
798	0.05240610054
799	0.05240244067
800	0.05239785834
801	0.05236998696
802	0.052323391
803	0.0522776407
804	0.05227331301
805	0.05219111465
806	0.05215171695
807	0.0521474522
808	0.05208734104
809	0.05208386698
810	0.05202901737
811	0.05199477372
812	0.05193619751
813	0.05188878112
814	0.05183658745
815	0.05179389715
816	0.05173938486
817	0.05169457374
818	0.05162395223
819	0.05158826695
820	0.05155157941
821	0.05149671861
822	0.05145679098
823	0.05140512251
824	0.05135783862
825	0.05132973041
826	0.05127370654
827	0.05125019407
828	0.05121858862
829	0.05119104092
830	0.05118093222
831	0.05117676931
832	0.05113050413
833	0.05106969766
834	0.05102800919
835	0.0509652264
836	0.05093590519
837	0.05093117426
838	0.05089921427
839	0.05087335553
840	0.05081063208
841	0.05075074753
842	0.05072966935
843	0.0507226226
844	0.05066913849
845	0.05061958663
846	0.05057522076
847	0.05053413307
848	0.05053038822
849	0.05047672309
850	0.05044276125
851	0.05037541171
852	0.0503542878
853	0.05033287114
854	0.05033000278
855	0.05028084317
856	0.05020774981
857	0.05020462364
858	0.05010252518
859	0.05005766291
860	0.05005389802
861	0.05002408763
862	0.05001027115
863	0.04998567621
864	0.04997069611
865	0.04994097517
866	0.04989863062
867	0.04988934387
868	0.04986003582
869	0.04982037487
870	0.04976861229
871	0.04970893015
872	0.04965275194
873	0.04964908151
874	0.04961782471
875	0.04957195319
876	0.04950941637
877	0.04948743775
878	0.0494275674
879	0.04937461818
880	0.04934853335
881	0.04930619366
882	0.04925775695
883	0.04922562268
884	0.04920423395
885	0.04919852096
886	0.04915685899
887	0.04913886847
888	0.04908387127
889	0.04905269405
890	0.0490347761
891	0.04897158249
892	0.04895093199
893	0.0488717262
894	0.04885151621
895	0.04879852803
896	0.04877110797
897	0.04870890169
898	0.04866551764
899	0.04866206296
900	0.04862751197
901	0.04859713258
902	0.04855979814
903	0.04853002727
904	0.04848960706
905	0.0484720791
906	0.04842121207
907	0.04836588368
908	0.0483620915
909	0.04834294224
910	0.04830735582
911	0.04824452403
912	0.04820583487
913	0.04815666056
914	0.04813232429
915	0.04812634877
916	0.04808184956
917	0.0480571674
918	0.04802120177
919	0.04798947884
920	0.04796093769
921	0.04793154559
922	0.04788072436
923	0.04787743283
924	0.04785191819
925	0.04780896626
926	0.04776783784
927	0.0477272555
928	0.0477234733
929	0.04772107326
930	0.04767427858
931	0.04766890267
932	0.04765289141
933	0.04760683518
934	0.04756811906
935	0.04756059533
936	0.04750905427
937	0.04747377307
938	0.04746012714
939	0.04740991919
940	0.0473845861
941	0.04736691748
942	0.04736133386
943	0.04731177397
944	0.0472872546
945	0.04723890493
946	0.04716171619
947	0.0471317952
948	0.04708646867
949	0.0470601447
950	0.04705588442
951	0.04702553104
952	0.04699173579
953	0.04698912506
954	0.04694926067
955	0.04692616667
956	0.04689910022
957	0.0468712695
958	0.04685577181
959	0.04681827491
960	0.04678217994
961	0.04677896931
962	0.04675649082
963	0.04675359678
964	0.04669796669
965	0.04666893667
966	0.04665315884
967	0.04658524067
968	0.04658293352
969	0.04654661637
970	0.04653603339
971	0.0465138457
972	0.04647181284
973	0.04646864532
974	0.04644465548
975	0.04640643522
976	0.04637247057
977	0.04635010796
978	0.04631644331
979	0.0462883542
980	0.04628593104
981	0.04624301453
982	0.04622120222
983	0.04621879649
984	0.0461982014
985	0.04617069904
986	0.0461678862
987	0.04612495437
988	0.04607013421
989	0.04606750025
990	0.04601932028
991	0.04599209804
992	0.04598574065
993	0.04594433852
994	0.04590553927
995	0.04590359889
996	0.04585591312
997	0.04581061247
998	0.04575518222
999	0.04573937482
